Plot,Plot_Size,Stem_Inference_Area_for_Saplings,Stem_Inference_Area_for_Trees,MinimumTreeSize,TreeData,PlotTotalDensity,PlotTotalBA,Tree data complete,Physiognomy,Tree Cover,Tree Height,Tree Leaf Type,Tree Phenology,Shrub Cover,Shrub Height,Shrub Leaf Type,Shrub Phenology,Herb Cover,Herb Height,Herb Life Form,Herb Growth Habit,Bryophyte Cover,Bryophyte Life Form,Elevation,Aspect,Slope,CEC,pH,OM,N,S,P,Ca,Mg,CaMgRatio,K,Na,B,Fe,Mn,Cu,Zn,Al,Base Saturation,FertilityIndex,Latitude,Longitude,UTMN,UTME,UTM Zone,Location Method,Estimated Accuracy
PINN003P,1000,1000,1000,,Yes,1170,28.34670764,TRUE,Forest,90,34,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,90,,Mixed,Perennial Herb,1,Bryophyte,656,325,23,9.760000229,5.599999905,6.679999828,108,23,17,1293,158,8.183544159,101,10,0.620000005,100,353,1.269999981,2.730000019,681,82.83000183,8.084207535,365727.7488,820259.64,4090696,406531,17,GPS,Confident computed pos. 25-100m from true pos.
PINN004P,400,400,400,,Yes,2650,30.97553456,TRUE,Forest,70,,Broad - leaved,Deciduous,20,,Broad - leaved,Deciduous,80,>1,Forb,Perennial Herb,5,Bryophyte,577,64,50,29.88999939,7.300000191,9.359999657,122,77,27,5001,534,9.365168571,146,13,2.609999895,123,241,2.519999981,5,369,100,29.88999939,365753.7804,820312.7404,4091501,406216,17,GPS,Confident computed pos. within 25 m of true pos.
PINN005P,100,100,100,,Yes,7100,38.9046973,TRUE,Woodland,40,,Broad - leaved,Mixed Deciduous,25,,Broad - leaved,Deciduous,80,,Mixed,Perennial Herb,4,Mixed,576,300,10,24.55999947,7.199999809,18.71999931,129,58,48,3532,790,4.47088623,110,8,2.420000076,108,77,1.460000038,8.220000267,246,100,24.55999947,365748.6684,820318.72,4091346,406066,17,GPS,Confident computed pos. within 25 m of true pos.
PINN006P,1000,1000,1000,,Yes,4590,20.35023178,TRUE,Forest,60,20,Broad - leaved,Deciduous,50,2.5,Broad - leaved,Deciduous,35,0.3,Forb,Perennial Herb,15,Bryophyte,615,153,22,33.77000046,7.300000191,5.320000172,102,494,101,4898,1020,4.801960945,200,62,1.659999967,72,533,0.219999999,4.300000191,779,100,33.77000046,365743.092,820322.176,4091174,405979,17,GPS,Confident computed pos. within 25 m of true pos.
PINN007P,1000,1000,1000,,Yes,900,49.84582053,TRUE,Forest,90,29,Needle - leaved,Mixed Evergreen,1,,Broad - leaved,Mixed Deciduous,10,,Pteridophyte,Perennial Herb,2,Bryophyte,538,280,25,16.51000023,4.800000191,6.449999809,107,38,21,1070,95,11.26315784,53,8,0.910000026,296,20,0.529999971,1.629999995,494,38.20999908,6.308471203,365815.2004,820256.1408,4092157,406633,17,GPS,Confident computed pos. within 25 m of true pos.
PINN008P,1000,1000,1000,,Yes,2080,26.67476778,TRUE,Forest,70,31,Broad - leaved,Deciduous,20,,Broad - leaved,Deciduous,10,0.1-0.3,Mixed,Deciduous Woody,1,Bryophyte,587,250,8,11.89500046,4.449999809,5.28000021,102,43,17,207,56,3.73133111,52,14,0.610000014,236,88,0.625,1.49000001,868,15.69499969,1.693016052,365754.8604,820252.0008,4091529,406729,17,GPS,Confident computed pos. within 25 m of true pos.
PITT003,1000,1000,1000,,Yes,3980,21.85324876,TRUE,Woodland,20,9,Broad - leaved,Deciduous,60,5,Broad - leaved,Deciduous,70,0.1-0.7,Graminoid,Perennial Herb,5,Lichen,554,54,19,26.79999924,4.800000191,26.94000053,130,45,48,1721,184,9.353260994,107,22,0.569999993,84,194,0.970000029,4.75,1334,39.20999908,10.5082798,370214.8884,793228.2804,4100024,629739,17,GPS,Confident computed pos. within 25 m of true pos.
PITT004,1000,1000,1000,,Yes,2320,21.20976373,TRUE,Forest,50,,Broad - leaved,Mixed Deciduous,15,1.5,Broad - leaved,Deciduous,70,0.1-0.5,Ericad,Deciduous Woody,3,Mixed,538,152,20,17,4.400000095,6.079999924,105,60,11,278,35,7.942857265,54,25,0.349999994,157,4,0.889999986,1.379999995,1176,11.32999992,1.926100016,370145.6888,793243.4688,4099118,629378,17,GPS,Confident computed pos. within 25 m of true pos.
POOR001P,1000,1000,1000,,Yes,5700,28.34948015,TRUE,Forest,60,20,Broad - leaved,Deciduous,80,,Broad - leaved,Evergreen,5,,Mixed,Evergreen Woody,5,Lichen,596,330,34,20.54999924,4.099999905,6.489999771,107,31,6,65,17,3.823529482,36,10,0.300000012,260,3,0.560000002,2.089999914,1003,2.940000057,0.604170024,371409.6684,800420.82,4121458,582275,17,GPS,Confident computed pos. within 25 m of true pos.
POOR002P,1000,1000,1000,,Yes,3270,33.55290841,TRUE,Forest,75,25,Broad - leaved,Deciduous,20,,Broad - leaved,Mixed Deciduous,5,,Ericad,Deciduous Woody,3,Lichen,537,345,28,19.14999962,4.400000095,6.03000021,105,37,10,255,20,12.75,63,9,0.219999999,224,2,0.629999995,2.349999905,1212,8.56000042,1.639240026,371415.36,800406.24,4121637,582632,17,GPS,Confident computed pos. within 25 m of true pos.
POOR003P,1000,1000,1000,,Yes,4510,31.79170842,TRUE,Woodland,50,15,Needle - leaved,Mixed Evergreen,60,,Broad - leaved,Mixed Evergreen,25,,Ericad,Deciduous Woody,1,Bryophyte,690,215,23,26.48999977,3.799999952,3,80,19,7,47,16,2.9375,19,9,0.310000002,299,2,0.620000005,1.649999976,1040,1.710000038,0.452978998,371356.4204,800526.8008,4121034,580653,17,GPS,Confident computed pos. within 25 m of true pos.
POOR004P,1000,680,1000,,Yes,8435,11.75983764,TRUE,Woodland,20,8,Needle - leaved,Mixed Evergreen,75,,Broad - leaved,Mixed Evergreen,25,,Ericad,Deciduous Woody,20,Bryophyte,656,322,34,19.12000084,4.199999809,2.470000029,69,16,6,45,9,5,21,8,0.25,229,1,0.460000008,1.210000038,969,2.049999952,0.391959995,371400.9888,800529.4684,4121174,580586,17,GPS,Confident computed pos. within 25 m of true pos.
POOR005P,1000,1000,1000,,Yes,1820,12.06037794,TRUE,Woodland,50,13,Broad - leaved,Mixed Deciduous,40,,Broad - leaved,Deciduous,20,,Ericad,Deciduous Woody,5,Mixed,765,242,41,25.37000084,4.099999905,5.510000229,103,25,10,49,17,2.882352829,37,16,0.25999999,285,5,0.660000026,2.25,1431,2.180000067,0.553066015,371439.48,800508.3688,4122366,581094,17,GPS,Confident computed pos. within 25 m of true pos.
POOR006P,1000,1000,1000,,Yes,4250,17.93349107,TRUE,Woodland,50,,Broad - leaved,Mixed Deciduous,10,,Broad - leaved,Evergreen,60,,Ericad,Deciduous Woody,1,Lichen,744,300,31,14.05000019,4.099999905,2.130000114,63,26,23,203,35,5.800000191,27,9,0.330000013,233,13,0.419999987,1.179999948,1023,10.05000019,1.412024975,371442.6408,800519.5684,4122460,580818,17,GPS,Confident computed pos. within 25 m of true pos.
POOR007P,1000,1000,1000,,Yes,1290,18.1605265,TRUE,Forest,60,20,Broad - leaved,Deciduous,1,,Broad - leaved,Deciduous,1,<1,Mixed,Perennial Herb,,,737,225,33,20.38999939,4.400000095,8.319999695,117,33,34,437,55,7.945454597,76,10,0.310000002,228,74,0.779999971,3.319999933,1301,14.11999989,2.879067898,371432.2008,800501.2408,4122143,581272,17,GPS,Confident computed pos. within 25 m of true pos.
PWFP001P,1000,1000,1000,,Yes,1560,35.28676943,TRUE,Forest,80,35,Broad - leaved,Deciduous,30,,Broad - leaved,Deciduous,80,,Mixed,Perennial Herb,5,Bryophyte,12,225,2,,4.900000095,,,,3,442,101,4.376237392,52,,0.289999992,32,52,1.129999995,1.299999952,102,,,383136.7284,772236.0084,4266952,292823,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP002P,1000,1000,1000,,Yes,2320,35.20102659,TRUE,Forest,70,35,Broad - leaved,Deciduous,20,,Broad - leaved,Mixed Evergreen,1,,Ericad,Deciduous Woody,1,Bryophyte,37,290,11,,4.699999809,,,,3,187,46,4.065217495,53,,0.170000002,63,39,0.899999976,2.599999905,234,,,383157.6408,772254.6888,4267609,292387,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP003P,600,600,1200,,Yes,2258,32.39370802,TRUE,Forest,80,30,Broad - leaved,Mixed Deciduous,45,2,Broad - leaved,Mixed Evergreen,5,<0.5,Ericad,Deciduous Woody,1,Bryophyte,71,30,15,,4.300000191,,,,3,60,20,3,44,,0.100000001,66,29,0.879999995,1.5,366,,,383304.5684,772424.9408,4269729,290256,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP004P,1000,1000,1000,,Yes,2100,42.00343891,TRUE,Forest,60,25,Needle - leaved,Mixed Evergreen,60,,Broad - leaved,Deciduous,40,,Pteridophyte,Perennial Herb,1,Bryophyte,74,318,7,,4.5,,,,1,170,45,3.777777672,46,,0.119999997,45,18,0.779999971,1.100000024,238,,,383306.4008,772432.76,4269790,290068,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP005P,800,800,800,,Yes,1711,41.18377699,TRUE,Forest,80,30,Needle - leaved,Mixed Evergreen,10,3,Broad - leaved,Mixed Evergreen,1,,Woody Seedling,Deciduous Woody,2,Bryophyte,16,25,15,,4.300000191,,,,1,76,26,2.923076868,28,,0.119999997,45,8,0.460000008,1.299999952,338,,,383149.6884,772301.8888,4267368,292207,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP006P,1000,1000,1000,,Yes,1520,38.24886748,TRUE,Forest,90,30,Broad - leaved,Mixed Deciduous,50,,Broad - leaved,Mixed Deciduous,10,<1,Pteridophyte,Perennial Herb,2,Bryophyte,18,180,2,,6,,,,3,1484,226,6.566371918,84,,0.819999993,7,69,0.660000026,3,99,,,383153.22,772258.3608,4267475,292295,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP007P,1000,1000,1000,,Yes,1530,44.52569017,TRUE,Forest,80,30,Needle - leaved,Mixed Evergreen,20,,Broad - leaved,Deciduous,90,<1,Pteridophyte,Perennial Herb,1,Bryophyte,19,140,5,,5.099999905,,,,2,317,72,4.402777672,45,,0.270000011,20,49,0.75999999,1.799999952,211,,,383156.6004,772304.92,4267583,292139,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP009P,1000,1000,1000,,Yes,1120,41.83018047,TRUE,Forest,80,32,Broad - leaved,Mixed Deciduous,40,,Needle - leaved,Evergreen,1,,Woody Seedling,Deciduous Woody,2,Bryophyte,47,300,13,,4.099999905,,,,1,78,58,1.344827533,41,,0.150000006,103,15,1.460000038,1.799999952,253,,,383139,772325.2888,4267053,291631,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP010P,1000,1000,1000,,Yes,2200,15.80216428,TRUE,Forest,70,,Broad - leaved,Deciduous,75,,Broad - leaved,Mixed Deciduous,1,,Mixed,Perennial Herb,1,Bryophyte,12,140,28,,4.599999905,,,,7,140,57,2.45614028,33,,0.119999997,47,70,1.75,2.200000048,394,,,383410.4088,772035.9808,4271615,295851,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP012P,1000,1000,1000,,Yes,880,38.47231351,TRUE,Forest,80,28,Needle - leaved,Mixed Evergreen,10,,Needle - leaved,Mixed Evergreen,5,<1,Pteridophyte,Perennial Herb,2,Bryophyte,42,40,14,,4.599999905,,,,1,414,333,1.243243217,46,,0.119999997,32,94,3.950000048,4.400000095,143,,,383204.5888,772248.8604,4267819,292534,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP013P,1000,1000,1000,,Yes,900,31.1470457,TRUE,Forest,80,33,Broad - leaved,Mixed Deciduous,20,,Needle - leaved,Evergreen,1,<<1,Pteridophyte,Perennial Herb,3,Bryophyte,34,105,15,,4.300000191,,,,2,101,38,2.65789485,38,,0.119999997,67,40,0.569999993,1.200000048,253,,,383137.7688,772329.1408,4267018,291537,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP014P,1000,1500,1500,,Yes,687,37.10882278,TRUE,Forest,80,32,Broad - leaved,Mixed Deciduous,5,,Needle - leaved,Evergreen,1,,Woody Seedling,Deciduous Woody,4,Bryophyte,33,90,7,,4.699999809,,,,1,148,29,5.103448391,36,,0.119999997,41,62,0.779999971,1.5,342,,,383138.1288,772328.7088,4267028,291548,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP015P,1000,1000,1000,,Yes,1460,50.48742776,TRUE,Forest,80,30,Broad - leaved,Mixed Deciduous,40,,Needle - leaved,Mixed Evergreen,1,<<1,Woody Seedling,Deciduous Woody,5,Bryophyte,16,320,16,,4.199999809,,,,2,104,61,1.704918027,54,,0.119999997,90,16,4.690000057,5.300000191,275,,,383143.5,772252.4604,4267171,292430,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP022,400,400,400,,Yes,1875,28.81643495,TRUE,Forest,50,32,Broad - leaved,Deciduous,65,6,Broad - leaved,Deciduous,45,0.5,Mixed,Annual Herb,3,Bryophyte,109,0,2,6.670000076,4.199999809,2.839999914,77,32,21,171,40,4.275000095,24,20,0.589999974,303,24,0.430000007,1.850000024,691,20.09000015,1.340003014,383627.766656,772506.679884,4276020,289410,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP023,400,400,400,,Yes,1175,28.28053758,TRUE,Forest,70,34,Broad - leaved,Deciduous,20,6,Broad - leaved,Deciduous,75,1,Forb,Annual Herb,4,Mixed,59,110,30,8.420000076,6,6.130000114,106,24,19,1210,229,5.283842564,158,12,0.639999986,101,178,1.169999957,2.130000114,649,100,8.420000076,383435.22,772305.1,4272473,292261,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP024,400,400,400,,Yes,950,49.02490728,TRUE,Forest,80,36,Broad - leaved,Deciduous,45,6,Broad - leaved,Deciduous,30,0.5,Mixed,Annual Herb,<1,Bryophyte,37,0,0,3.640000105,5.199999809,3.049999952,80,21,12,520,104,5,49,11,0.680000007,243,76,1.370000005,2.430000067,496,100,3.640000105,383436.156216,772242.276324,4272488,292814,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP025,400,400,400,,Yes,1225,46.89418039,TRUE,Forest,70,27,Broad - leaved,Deciduous,60,6,Broad - leaved,Deciduous,35,0.5,Mixed,Deciduous Woody,1,Mixed,76,137,14,11.22999954,4.900000095,7.429999828,112,36,33,264,79,3.341772079,90,9,0.419999987,91,143,1.100000024,2.00999999,1097,20,2.246000051,383516.389528,772530.442296,4273834,288778,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP026,400,400,400,,Yes,1175,42.08934985,TRUE,Forest,75,32,Broad - leaved,Deciduous,10,6,Broad - leaved,Deciduous,20,0.5,Mixed,Annual Herb,1,Bryophyte,116,0,0,7.349999905,5.400000095,4.559999943,96,28,42,784,106,7.396226406,64,162,0.670000017,283,50,3.5,14.06000042,466,77.19999695,5.674200058,383754.231168,772610.289076,4278726,287943,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP027,400,400,400,,Yes,1000,28.658551,TRUE,Forest,70,33,Broad - leaved,Deciduous,45,6,Broad - leaved,Deciduous,5,0.5,Mixed,Annual Herb,0.5,Mixed,64,290,8,10.63000011,5,6.699999809,108,27,19,564,127,4.440944672,61,10,0.349999994,100,153,5.119999886,13.25,1024,38.40000153,4.081920147,383227.13308,772324.495468,4268537,291689,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP028,400,400,400,,Yes,825,23.41874791,TRUE,Woodland,35,24,Broad - leaved,Deciduous,20,6,Broad - leaved,Deciduous,1.5,.25,Mixed,Perennial Herb,2,Bryophyte,83,0,0,6.489999771,4.300000191,3.599999905,86,42,15,147,32,4.59375,46,9,0.560000002,279,4,0.639999986,1.519999981,1046,17.87000084,1.159762979,383307.126812,772327.79206,4269772,291642,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP030,400,400,400,,Yes,700,42.31670234,TRUE,Forest,75,30,Broad - leaved,Deciduous,10,6,Broad - leaved,Deciduous,70,0.5,Mixed,Annual Herb,10,Bryophyte,82,0,0,7.880000114,4.400000095,3.079999924,81,39,20,299,104,2.875,48,16,0.620000005,329,63,1.639999986,5.579999924,730,32.36000061,2.549968004,383703.858168,772421.396204,4277104,290535,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP031,400,400,400,,Yes,1700,41.30738809,TRUE,Forest,70,33,Broad - leaved,Deciduous,55,6,Broad - leaved,Deciduous,35,0.5,Mixed,Perennial Herb,1,Mixed,46,50,20,12.18000031,6,6.75,109,28,18,1743,170,10.25294113,127,11,0.810000002,93,238,2.430000067,3.720000029,1026,86.23999786,10.50403214,383411.256816,772224.38778,4271709,293228,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP032,400,400,400,,Yes,900,38.82240853,TRUE,Forest,75,33,Broad - leaved,Deciduous,70,6,Broad - leaved,Deciduous,45,0.5,Forb,Perennial Herb,1,Bryophyte,31,32,22,5.579999924,4.699999809,3.180000067,82,28,9,161,54,2.981481552,66,10,0.409999996,155,118,0.600000024,0.99000001,1007,26.30999947,1.468098044,383406.013632,772205.053836,4271535,293691,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP033,400,400,400,,Yes,775,76.16677465,TRUE,Forest,80,34,Broad - leaved,Deciduous,10,6,Broad - leaved,Deciduous,20,0.5,Forb,Perennial Herb,1,Bryophyte,43,330,25,4.550000191,4.900000095,3.670000076,87,25,11,396,85,4.65882349,53,11,0.469999999,159,59,1.049999952,1.769999981,848,63.15999985,2.873780012,383436.847524,772230.013572,4272501,293112,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP034,400,400,400,,Yes,850,58.15447426,TRUE,Forest,75,33,Broad - leaved,Deciduous,10,6,Broad - leaved,Deciduous,5,0.5,Mixed,Annual Herb,0.5,Lichen,64,0,5,10.52999973,5,6.710000038,109,28,13,570,113,5.044247627,59,10,0.560000002,182,86,0.649999976,2.769999981,874,37.81999969,3.982445955,383429.84844,772222.317168,4272281,293292,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP035,400,400,400,,Yes,1600,28.87096204,TRUE,Forest,70,23,Broad - leaved,Deciduous,65,6,Broad - leaved,Mixed Deciduous,20,0.5,Ericad,Deciduous Woody,0.5,Lichen,79,0,0,5.110000134,4.099999905,2.420000076,68,23,10,143,22,6.5,23,9,0.49000001,232,2,0.430000007,0.870000005,728,19.53000069,0.997982979,383506.341604,772156.055096,4273389,293957,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP036,400,400,400,,Yes,875,34.82184519,TRUE,Forest,70,32,Broad - leaved,Deciduous,20,6,Broad - leaved,Deciduous,2,0.5,Mixed,Perennial Herb,1,Bryophyte,98,0,0,15.27000046,4.300000191,11.28999996,126,46,14,170,40,4.25,66,13,0.620000005,384,2,1.129999995,4.369999886,1214,9.260000229,1.414001942,383549.071912,772317.655144,4274758,292017,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP037,400,400,400,,Yes,1425,29.56922002,TRUE,Forest,70,25,Broad - leaved,Deciduous,55,6,Broad - leaved,Deciduous,50,0.5,Ericad,Deciduous Woody,0.5,Lichen,110,0,0,8.760000229,4,4.019999981,90,33,12,127,26,4.884615421,39,10,0.550000012,281,7,0.560000002,1.279999971,858,11.35000038,0.994260013,383551.566172,772358.3782,4274860,291034,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP038,400,400,400,,Yes,975,31.72378271,TRUE,Forest,75,33,Broad - leaved,Deciduous,35,6,Broad - leaved,Mixed Deciduous,2,0.5,Mixed,Deciduous Woody,0.5,Mixed,82,228,8,7.099999905,4.800000191,6.099999905,106,38,17,226,49,4.612245083,49,25,0.540000021,114,171,0.839999974,12.92000008,1052,24.93000031,1.770030022,383557.663924,772124.042888,4274952,294772,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP039,400,400,400,,Yes,600,46.71881971,TRUE,Forest,70,34,Broad - leaved,Deciduous,20,6,Broad - leaved,Deciduous,35,0.5,Forb,Perennial Herb,3,Bryophyte,66,0,3,11.35000038,4.400000095,4.159999847,92,28,12,374,186,2.010752678,48,10,0.540000021,275,92,1.419999957,2.859999895,633,31.57999992,3.584330082,383613.497876,772142.804396,4275451,294331,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP040,400,400,400,,Yes,1575,28.27869331,TRUE,Forest,75,26,Broad - leaved,Deciduous,65,6,Broad - leaved,Mixed Deciduous,8,0.5,Ericad,Deciduous Woody,0.5,Mixed,103,0,0,8.470000267,4,4.090000153,91,29,10,75,28,2.678571463,23,9,0.620000005,322,10,0.460000008,1.200000048,776,8.31000042,0.703857005,383557.772824,772344.619396,4275043,291371,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP041,400,400,400,,Yes,1050,38.20971887,TRUE,Forest,72,25,Broad - leaved,Deciduous,40,6,Broad - leaved,Deciduous,20,0.5,Ericad,Deciduous Woody,0.5,Mixed,115,0,0,13.96000004,3.700000048,7.070000172,110,34,14,175,36,4.861111164,39,11,0.620000005,365,5,0.419999987,1.24000001,855,9.470000267,1.322011948,383610.00692,772459.889024,4275468,289560,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP042,400,400,400,,Yes,1225,36.12220851,TRUE,Forest,75,35,Broad - leaved,Deciduous,35,6,Broad - leaved,Deciduous,30,0.5,Mixed,Perennial Herb,0.5,Bryophyte,21,0,0,9.399999619,5,4.980000019,100,33,19,968,178,5.438202381,46,15,0.689999998,276,113,1.970000029,3.369999886,627,69.20999908,6.505740166,383402.023608,772111.444004,4271379,294986,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP043,400,400,400,,Yes,975,45.77934684,TRUE,Forest,80,36,Broad - leaved,Deciduous,25,6,Broad - leaved,Deciduous,45,0.5,Mixed,Annual Herb,2,Bryophyte,23,0,0,12.77000046,4.699999809,5.760000229,104,36,19,699,152,4.598684311,58,22,0.829999983,361,57,1.840000033,3.079999924,832,39.18999863,5.004562855,383400.895692,772118.226692,4271348,294821,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP044,400,400,400,,Yes,1525,38.12250081,TRUE,Forest,75,31,Broad - leaved,Deciduous,50,6,Broad - leaved,Deciduous,25,0.5,Mixed,Deciduous Woody,0.5,Bryophyte,76,336,11,11.17000008,4.400000095,7.170000076,111,40,25,102,34,3,48,11,0.529999971,199,36,0.730000019,2.25,1014,8.670000076,0.968438983,383512.377508,772540.359864,4273717,288534,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP045,400,400,400,,Yes,975,30.71046214,TRUE,Forest,65,30,Broad - leaved,Deciduous,45,6,Broad - leaved,Mixed Evergreen,20,0.5,Ericad,Evergreen Woody,20,Bryophyte,55,340,20,10.02000046,4.300000191,4.539999962,95,31,18,349,38,9.184210777,57,10,0.529999971,225,4,0.810000002,1.159999967,1071,22.5,2.254499912,383303.168,772359.784,4269670,290864,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP052,100,100,100,,Yes,600,0.577267647,TRUE,Shrubland / Sparse Shrubland,20,30,Broad - leaved,Deciduous,70,6,Broad - leaved,Deciduous,25,1.5,Forb,Perennial Herb,,,15,flat,0,2.089999914,6,0.289999992,12,26,12,282,69,4.086956501,10,19,0.200000003,244,191,0.200000003,5.130000114,158,100,2.089999914,383419.671384,772054.406068,4271912,295412,18,GPS,Confident computed pos. within 25 m of true pos.
PWFP053,100,100,100,,Yes,400,1.757328391,TRUE,Shrubland / Sparse Shrubland,,,,,50,6,Broad - leaved,Deciduous,45,1,Forb,Perennial Herb,<1,Bryophyte,10,flat,0,1.710000038,5.5,0.300000012,12,25,9,224,58,3.862068892,7,21,0.200000003,200,118,2.619999886,7.889999866,181,100,1.710000038,383415.11436,772044.165004,4271765,295656,18,GPS,Confident computed pos. within 25 m of true pos.
ROCB001,1000,1000,1000,,Yes,1440,19.40897134,TRUE,Forest,80,35,Broad - leaved,Deciduous,20,,Broad - leaved,Deciduous,30,<<1,Mixed,Perennial Herb,1,Bryophyte,427,85,8,9.5,6,4.110000134,91,22,14,1526,192,7.947916508,93,8,0.800000012,72,286,1.350000024,2.400000095,618,100,9.5,374645.3,792955.7808,4182384,632197,17,GPS,Confident computed pos. 25-100m from true pos.
ROCB002,1000,1000,1000,,Yes,1960,33.45703564,TRUE,Forest,80,34,Broad - leaved,Deciduous,30,,Broad - leaved,Deciduous,80,<0.5,Mixed,Perennial Herb,3,Bryophyte,421,35,18,9.909999847,4.800000191,7.369999886,112,31,30,443,107,4.140186787,84,10,0.379999995,116,298,0.850000024,7.409999847,1150,33.93000031,3.362462997,374723.8488,792840.8,4183602,634012,17,GPS,Confident computed pos. within 25 m of true pos.
ROCB003,1000,1000,1000,,Yes,810,40.6452189,TRUE,Forest,85,31,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,40,<1,Mixed,Perennial Herb,3,Mixed,557,25,21,15.77000046,5.699999809,8.909999847,120,33,26,1836,242,7.586776733,156,14,0.74000001,88,336,1.370000005,7.860000134,942,73.93000031,11.65876102,374731.7688,792920.58,4183830,633035,17,GPS,Confident computed pos. 25-100m from true pos.
ROCB010,1000,1000,1000,,Yes,710,31.75736995,TRUE,Forest,80,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,40,,Forb,Perennial Herb,1,Bryophyte,303,44,26,18.43000031,5.599999905,8.43999958,117,46,91,3259,161,20.24223518,122,6,1.25999999,185,155,2.220000029,2.480000019,422,97.51000214,17.97109222,374743.3284,792624.9288,4184257,637325,17,GPS,Confident computed pos. within 25 m of true pos.
SAVA003P,1000,1000,1000,,Yes,150,6.055184364,TRUE,Woodland,15,,Needle - leaved,Evergreen,5,,Needle - leaved,Evergreen,1,0.2,Mixed,Perennial Herb,,,7,flat,,0.720000029,5.400000095,0.100000001,4,6,4,89,25,3.559999943,4,14,0.419999987,27,1,0.209999993,0.430000007,56,100,0.720000029,371920.9208,760050.6088,4131129,410154,18,GPS,Confident computed pos. within 25 m of true pos.
SAVA004p,1000,1000,1000,,Yes,1150,40.32622242,TRUE,Forest,70,28,Broad - leaved,Mixed Deciduous,20,,Broad - leaved,Evergreen,5,<<1,Mixed,Perennial Herb,1,Mixed,4,flat,,13.46000004,4.199999809,4.179999828,92,24,21,250,72,3.472222328,37,23,0.419999987,202,19,1.159999967,1.789999962,762,15.15999985,2.040535927,371913.1484,760050.7888,4130889,410147,18,GPS,Confident computed pos. within 25 m of true pos.
SAVA006P,1000,1000,1000,,Yes,500,17.78950428,TRUE,Woodland,20,12,Needle - leaved,Evergreen,5,,Broad - leaved,Deciduous,25,< 0.5,Woody Seedling,Evergreen Woody,,,8,flat,,1.5,3.900000095,1.220000029,44,10,5,120,38,3.15789485,12,21,0.529999971,33,2,0.319999993,0.699999988,72,69.47000122,1.042050004,371944.0688,760038.2608,4131839,410466,18,GPS,Confident computed pos. within 25 m of true pos.
SHNP619,400,400,400,,Yes,4250,28.4264266,TRUE,Forest,,,Broad - leaved,Deciduous,,,Broad - leaved,Deciduous,,,Mixed,Perennial Herb,,,963,140,15,19.13999939,4.5,8.119999886,116,27,18,558,118,4.728813648,103,7,0.289999992,309,90,1.00999999,0.959999979,939,21.26000023,4.069163799,382632.136,782824.168,4257910,720508,17,GPS,Confident computed pos. within 25 m of true pos.
SMYT002,1000,1000,1000,,Yes,1390,34.26657525,TRUE,Forest,70,,Needle - leaved,Mixed Evergreen,10,,Broad - leaved,Mixed Deciduous,30,,Mixed,Perennial Herb,25,Bryophyte,607,2,31,28.27000046,5.699999809,17.86000061,129,54,36,4315,582,7.414089203,55,7,1.379999995,131,161,1.019999981,3.400000095,254,94.06999969,26.59358978,365500.6888,813457.9288,4085808,448092,17,GPS,Confident computed pos. within 25 m of true pos.
